Date,Temperature
2024-10-03,19.96714153011233
2024-10-02,13.617356988288154
2024-10-01,21.476885381006923
2024-09-30,30.230298564080254
2024-09-29,12.65846625276664
2024-09-28,12.658630430508195
2024-09-27,30.792128155073915
2024-09-26,22.674347291529088
2024-09-25,10.305256140650478
2024-09-24,20.425600435859646
2024-09-23,10.365823071875377
2024-09-22,10.342702464297432
2024-09-21,17.419622715660342
2024-09-20,-4.13280244657798
2024-09-19,-2.249178325130327
2024-09-18,9.377124707590273
2024-09-17,4.8716887966557625
2024-09-16,18.14247332595274
2024-09-15,5.91975924478789
2024-09-14,0.8769629866470847
2024-09-13,29.65648768921554
2024-09-12,12.742236995134643
2024-09-11,15.67528204687924
2024-09-10,0.7525181378654331
2024-09-09,9.556172754748173
2024-09-08,16.10922589709866
2024-09-07,3.4900642257769725
2024-09-06,18.75698018345672
2024-09-05,8.99361310081195
2024-09-04,12.083062502067232
2024-09-03,8.982933877706031
2024-09-02,33.522781845089376
2024-09-01,14.86502775262066
2024-08-31,4.422890710440996
2024-08-30,23.22544912103189
2024-08-29,2.7915635002897776
2024-08-28,17.088635950047554
2024-08-27,-4.596701238797756
2024-08-26,1.7181395110156945
2024-08-25,16.968612358691235
2024-08-24,22.384665799954107
2024-08-23,16.713682811899705
2024-08-22,13.843517176117595
2024-08-21,11.988963044107113
2024-08-20,0.21478009632572537
2024-08-19,7.801557916052913
2024-08-18,10.393612290402125
2024-08-17,25.571222262189156
2024-08-16,18.436182895684613
2024-08-15,-2.6304015536273404
2024-08-14,18.24083969394795
2024-08-13,11.149177195836835
2024-08-12,8.230779996940413
2024-08-11,21.11676288840868
2024-08-10,25.309995224959508
2024-08-09,24.312801191161988
2024-08-08,6.607824767773614
2024-08-07,11.907876241487854
2024-08-06,18.31263431403564
2024-08-05,24.755451271223592
2024-08-04,10.208257621547101
2024-08-03,13.143410233361829
2024-08-02,3.936650259939718
2024-08-01,3.037933759193292
2024-07-31,23.12525822394198
2024-07-30,28.56240028570823
2024-07-29,14.27989878419666
2024-07-28,25.03532897892024
2024-07-27,18.61636025047634
2024-07-26,8.548802453948756
2024-07-25,18.613956055084138
2024-07-24,30.380365664659692
2024-07-23,14.641739608900485
2024-07-22,30.64643655814006
2024-07-21,-11.197451040897445
2024-07-20,23.21902504375224
2024-07-19,15.870470682381713
2024-07-18,12.009926495341325
2024-07-17,15.917607765355022
2024-07-16,-4.875689146008927
2024-07-15,12.803281121624881
2024-07-14,18.571125715117464
2024-07-13,29.77894044741516
2024-07-12,9.817297817263526
2024-07-11,6.915063971068124
2024-07-10,9.982429564154636
2024-07-09,24.15402117702074
2024-07-08,18.287511096596845
2024-07-07,9.702397962329613
2024-07-06,20.13267433113356
2024-07-05,15.970775493480403
2024-07-04,24.686449905328892
2024-07-03,7.979469061226476
2024-07-02,11.723378534022318
2024-07-01,11.078918468678424
2024-06-30,0.36485051867881424
2024-06-29,17.961202770645762
2024-06-28,17.610552721798893
2024-06-27,15.05113456642461
2024-06-26,12.654128666248532
